"UN";"Название";"№ АК";"Тип АК";"Размер группы";"Индивидуальный профиль";"Статус";"Замечания"
"2991";"ПЕСТИЦИД НА ОСНОВЕ КАРБАМАТОВ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"2992";"ПЕСТИЦИД НА ОСНОВЕ КАРБАМАТОВ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"2993";"ПЕСТИЦИД МЫШЬЯКСОДЕРЖАЩИЙ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"2994";"ПЕСТИЦИД МЫШЬЯКСОДЕРЖАЩИЙ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"2995";"ПЕСТИЦИД ХЛОРОРГАНИЧЕСКИЙ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"2996";"ПЕСТИЦИД ХЛОРОРГАНИЧЕСКИЙ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"2996";"Хлорхолинхлорид, раствор";"604";"групповая";"15";"нет";"READY";""
"2997";"ПЕСТИЦИД НА ОСНОВЕ ТРИАЗИНОВ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"2998";"ПЕСТИЦИД НА ОСНОВЕ ТРИАЗИНОВ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3005";"ПЕСТИЦИД НА ОСНОВЕ ТИОКАРБАМАТОВ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3006";"ПЕСТИЦИД НА ОСНОВЕ ТИОКАРБАМАТОВ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3009";"ПЕСТИЦИД МЕДЬСОДЕРЖАЩИЙ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3010";"ПЕСТИЦИД МЕДЬСОДЕРЖАЩИЙ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3011";"ПЕСТИЦИД РТУТЬСОДЕРЖАЩИЙ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3012";"ПЕСТИЦИД РТУТЬСОДЕРЖАЩИЙ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3013";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ НИТРОФЕНОЛА ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3014";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ НИТРОФЕНОЛА ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3015";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ ДИПИРИДИЛА ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3016";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ ДИПИРИДИЛА ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3017";"ПЕСТИЦИД ФОСФОРОРГАНИЧЕСКИЙ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3018";"ПЕСТИЦИД ФОСФОРОРГАНИЧЕСКИЙ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3019";"ПЕСТИЦИД ОЛОВООРГАНИЧЕСКИЙ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3020";"ПЕСТИЦИД ОЛОВООРГАНИЧЕСКИЙ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3021";"ПЕСТИЦИД ЖИДКИЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ ЯДОВИТЫЙ, Н.У.К., с температурой вспышки менее 23 °C";"336";"групповая";"15";"нет";"READY";""
"3022";"1,2-БУТИЛЕНОКСИД СТАБИЛИЗИРОВАННЫЙ (р)";"306";"групповая";"53";"нет";"READY";""
"3023";"2-МЕТИЛ-2-ГЕПТАНТИОЛ **";"609";"групповая";"25";"нет";"READY";""
"3024";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ КУМАРИНА ЖИДКИЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ ЯДОВИТЫЙ с температурой вспышки менее 23 °C";"336";"групповая";"15";"нет";"READY";""
"3025";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ КУМАРИНА ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3026";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ КУМАРИНА ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3027";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ КУМАРИНА ТВЕРДЫЙ ЯДОВИТЫЙ";"613";"групповая";"16";"нет";"READY";""
"3028";"БАТАРЕИ СУХИЕ, СОДЕРЖАЩИЕ КАЛИЯ ГИДРОКСИД ТВЕРДЫЙ, электрические аккумуляторные";"835";"групповая";"3";"нет";"READY";""
"3048";"ПЕСТИЦИД НА ОСНОВЕ ФОСФИДА АЛЮМИНИЯ";"613";"групповая";"16";"нет";"READY";""
"3054";"Циклогексилмеркаптан";"326";"групповая";"7";"нет";"READY";""
"3055";"2-(2-Аминоэтокси)-этанол";"807";"групповая";"31";"нет";"READY";""
"3056";"н-Гептальдегид";"316";"групповая";"55";"нет";"READY";""
"3057";"Трифторацетилхлорид";"203";"групповая";"22";"нет";"READY";""
"3064";"НИТРОГЛИЦЕРИНА СПИРТОВЫЙ РАСТВОР, содержащий более 1%, но не более 5% нитроглицерина";"308";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: actions | В официальной АК отсутствует раздел: consequenceControl | В официальной АК отсутствует раздел: firstAid"
"3065";"НАПИТКИ АЛКОГОЛЬНЫЕ, содержащие более 24%, но не более 70% спирта по объему";"308";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: actions | В официальной АК отсутствует раздел: consequenceControl | В официальной АК отсутствует раздел: firstAid"
"3065";"НАПИТКИ АЛКОГОЛЬНЫЕ, содержащие более 70% спирта по объему";"308";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: actions | В официальной АК отсутствует раздел: consequenceControl | В официальной АК отсутствует раздел: firstAid"
"3066";"КРАСКА (включая краску, лак, эмаль, краситель, шеллак, олифу, политуру, жидкий наполнитель и жидкую лаковую основу) или МАТЕРИАЛ ЛАКОКРАСОЧНЫЙ (включая растворитель или разбавитель краски)";"823";"групповая";"5";"нет";"READY";""
"3070";"ЭТИЛЕНА ОКСИДА И ДИХЛОРДИФТОРМЕТАНА СМЕСЬ, содержащая не более 12,5% этилена оксида";"207";"групповая";"10";"нет";"READY";""
"3071";"МЕРКАПТАНЫ ЖИДКИЕ ЯДОВИТЫЕ ЛЕГКОВОСПЛАМЕНЯЮЩИЕСЯ, Н.У.К., или МЕРКАПТАНОВ СМЕСЬ ЖИДКАЯ ЯДОВИТАЯ ЛЕГКОВОСПЛАМЕНЯЮЩАЯСЯ, Н.У.К.";"643";"индивидуальная";"1";"нет";"READY";""
"3072";"СРЕДСТВА СПАСАТЕЛЬНЫЕ НЕСАМОНАДУВНЫЕ, содержащие в качестве оборудования опасные грузы";"907";"групповая";"3";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3073";"ВИНИЛПИРИДИНЫ СТАБИЛИЗИРОВАННЫЕ #";"609";"групповая";"25";"нет";"READY";""
"3077";"1,3-Дифенилгуанидин";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2-Нафтол, технический";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2,4-Ди-трет-бутилфенол";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2,4-Диамигофеноладигидрохлорид";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2,5-Дихлорнитробензол";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2,6-Ди-трет-бутил-4-диметиламинометилфенол (основание Манниха)";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2,6-Ди-трет-бутил-4-метилфенол";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"2,6-Ди-трет-бутилфенол (твердые)";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"4-Амино-2-нитрофенол";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Агидол-1";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Агидол-10";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Агидол-3";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Агидол-60";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Антрацен";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Ацетонанил";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"ВЕЩЕСТВО ТВЕРДОЕ, ОПАСНОЕ ДЛЯ ОКРУЖАЮЩЕЙ СРЕДЫ, Н.У.К.";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Гексахлорэтан";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Дифенил";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Дифениламин";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Дифенилгуанидин технический";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Дифенилоксид";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3077";"Калия гексациано-(2)-феррат";"906";"групповая";"5";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
